TID,Tweet,Subjects,Action/Phrases,Category
1584882286691917824,"Speaking at the First Parliamentary Summit of the International Crimea Platform with speakers from around the world. I witnessed some of the horrors firsthand in Bucha when I visited, it is vital the international parliamentary community continue our outspoken support of Ukraine.",['international parliamentary community'],['continue our outspoken support of Ukraine'],CTA
1580272122319937536,"Bomb shelter. This is how it looks when Ukrainian kids visit their father at work in the evening, but Russian terrorists fire another batch of missiles. Not just mine, but all Ukrainian kids live like that. Ukraine needs air and missile defense systems. We need them here and now.",[],['Ukraine needs air and missile defense systems'],CTA
1562516375356076033,"Terrorist Russia keeps killing Ukrainian civilians. At least 15 killed in a Russian missile strike on a train station in Chaplyne, Dnipropetrovsk region. As @ZelenskyyUa stressed at UNSC: terrorist Russia must be stopped now before it kills more people in Ukraine and beyond.",[],['terrorist Russia must be stopped now'],CTA
1549812469467680769,"Does protocol matter if my country is facing an inhuman enemy onslaught? Today, my main message to the USA Congress @congressdotgov – Ukraine needs weapons! RF is destroying 🇺🇦 cities and killing our children – we have no other option but to protect them with all our might. 1/2",['USA Congress'],['Ukraine needs weapons'],CTA
1545437165118693377,"Today, @UNESCO is on mission in #Ukraine, conducting damage assessment in Borodyanka, near Kyiv, heavily impacted by the war. Four cultural sites have already been damaged in this city. Destructions must stop now. #ProtectHeritage.",[],['Destructions must stop now'],CTA
1544033336213086211,"Repeated attacks on Ukrainian cultural sites must stop. #CulturalHeritage, in all its forms, should not be targeted under any circumstances. We must #ProtectHeritage! See our latest assessments: #URC2022 #Ukraine",[],"['Repeated attacks on Ukrainian cultural sites must stop', 'ProtectHeritage']",CTA
1540590653847080961,"Repeated attacks on Ukrainian cultural sites must stop. #CulturalHeritage, in all its forms, should not be targeted under any circumstances. We must #ProtectHeritage! See our latest assessments:",[],['ProtectHeritage'],CTA
1539187368263045120,"No words to describe the unimaginable human tragedy of Bucha. You can count on Luxembourg to support the investigations of national and international actors into these war crimes, and to ensure that those responsible for these atrocities are identified, prosecuted and punished.",[],"['support the investigations of national and international actors into these war crimes', 'ensure that those responsible for these atrocities are identified, prosecuted and punished']",CTA
1524716584908038146,"Today Ukraine’s 🇺🇦 Deputy Foreign Minister @EmineDzheppar showed this picture, by an 11 year old boy who was raped by Russian forces in front of his mother. He is still too traumatised to speak. The @UN_HRC must vote today to establish a new inquiry into violations by Russia.",['UN_HRC'],['vote today to establish a new inquiry into violations by Russia'],CTA
1512498956365877255,Ukraine’s ombudsperson reports horrific facts of rape by Russian soldiers in Kyiv suburbs. They probably commit same unspeakable crimes in the occupied towns as you read this tweet. European politicians can stop this madness by imposing oil and gas embargo on Russia. Do it now!,['European politicians'],['imposing oil and gas embargo on Russia'],CTA
1510597482597736458,"Bucha massacre proves that Russian hatred towards Ukrainians is beyond anything Europe has seen since WWII. The only way to stop this: help Ukraine kick Russians out as soon as possible. Partners know our needs. Tanks, combat aircraft, heavy air defense systems. Provide them NOW.",[],['Provide them NOW'],CTA
1508050539887669255,"Apparently, job losses in Russia are more important than the loss of life in Ukraine. If Auchan ignores 139 Ukrainian children murdered during this month of Russian invasion, let us ignore Auchan and all their products. Boycott @AUCHAN_France @alcampo @Leroymerlinfr @Decathlon",[],['Boycott @AUCHAN_France @alcampo @Leroymerlinfr @Decathlon'],CTA
1507633306606653443,"By refusing to end business activities in Russia, Auchan Holding makes a conscious choice to further sponsor Russian atrocities in Ukraine and make blood profits. I call on all customers and partners around the globe to boycott @AUCHAN_France @alcampo @Leroymerlinfr @Decathlon","['customers', 'partners']",['boycott @AUCHAN_France @alcampo @Leroymerlinfr @Decathlon'],CTA
1502357027934416897,"Besieged Mariupol is now the worst humanitarian catastrophe on the planet. 1582 dead civilians in 12 days, even buried in mass graves like this one. Unable to defeat the Ukrainian Army, Putin bombs the unarmed, blocks humanitarian aid. We need planes to stop Russian war crimes!",[],['stop Russian war crimes'],CTA
1501887658729132036,Met with IAEA Director General @rafaelmgrossi in Antalya to discuss ways of ensuring safety and security of nuclear facilities in Ukraine amid Russia’s invasion. I insist: Russia must immediately withdraw forces from Chornobyl and Zaporizhzhia NPPs to avert a disaster in Europe.,[],['Russia must immediately withdraw forces from Chornobyl and Zaporizhzhia NPPs to avert a disaster in Europe'],CTA
1500831219679961088,"Russian aggression is different to all other wars of this century. The scale and the inhuman ideology behind it are reminiscent of WWII. Actions to counter it must be relevant. More severe sanctions on Russia; more weapons, including combat aircraft and air defense for Ukraine.",[],"['More severe sanctions on Russia', 'more weapons, including combat aircraft and air defense for Ukraine']",CTA
1500015549291679744,"Russia shifts to ugly tactics aimed at maximum civilian damage: bombs residential areas and critical infrastructure, threatens nuclear facilities. Sanctions must increase. Ban Sberbank from SWIFT. Oil embargo. Close ports for Russian ships. Close crypto loopholes. Cut all ties.",[],"['Ban Sberbank from SWIFT', 'Oil embargo', 'Close ports for Russian ships', 'Close crypto loopholes', 'Cut all ties']",CTA
1499405936322134018,"Each time when Russian liars say they don’t drop bombs on Ukrainian cities, show this photo of a residential apartment building in Borodyanka, Kyiv region. Russians bombed the town for two days, killing many civilians. Stop barbaric Russia now. Close Ukrainian sky. Act now!",[],"['Stop barbaric Russia now', 'Close Ukrainian sky', 'Act now']",CTA
1535009746964602915,🇺🇸🇺🇦Great to meet w my friend Ambassador of Ukraine to US @OMarkarova after our @HelsinkiComm testimony this week For the sake of those millions now exposed to the Kremlin’s malice we must increase energy sanctions on Putin & support EU energy security. Failure is not an option,[],"['increase energy sanctions on Putin', 'support EU energy security']",CTA
1617462045980360704,"Ukraine’s EU membership, military aid and tanks, sanctions on Russia, including missile industry and nuclear sphere, were on my agenda at EU Foreign Affairs Council upon @JosepBorrellF invitation. We need bold, decisive, and audacious steps to secure Ukraine’s victory in 2023.",[],['secure Ukraine’s victory in 2023'],CTA
1532758635666882560,"Welcomed @kasparov63, a great champion of freedom and democracy, to @FCDOGovUK this afternoon The free world must not rest until Ukrainian sovereignty and territorial integrity is restored and Russia is held to account More weapons will be supplied and more sanctions imposed🇺🇦",[],['More weapons will be supplied and more sanctions imposed'],CTA
1628108607668486187,"I met with Dutch parliamentarians to thank for their many crucial decisions in support of Ukraine. We discussed speeding up arms deliveries, sanctions, and ensuring accountability for Russian crimes. I also called on MPs to support Ukraine on our path toward the EU.",['MPs'],['support Ukraine on our path toward the EU'],CTA
1626986654220025859,I thanked @SecBlinken and the U.S. for standing with Ukraine. We are determined to speed up the delivery of military aid. We also coordinated our joint work on mobilising support for upcoming UN votes. I reiterated my call on the U.S. to begin training Ukrainian pilots on F-16s.,['U.S.'],['begin training Ukrainian pilots on F-16s'],CTA
1626942934393159680,"Today, my Japanese counterpart Hayashi Yoshimasa and I discussed strengthening our excellent bilateral relations, as well as efforts within G7 and the UN. I called for ramping up global sanctions pressure on Moscow as we approach one-year mark of Russia’s full-scale aggression.",[],['ramping up global sanctions pressure on Moscow'],CTA
1626936616211173382,I had a meeting with my Brazilian counterpart Minister Mauro Vieira. I am grateful to Brazil for condemning Russia’s full-scale invasion of Ukraine. I invited Brazil to take part in the implementation of Ukraine’s Peace Formula.,['Brazil'],['take part in the implementation of Ukraine’s Peace Formula'],CTA
1626886781684555776,Focused meeting with a bipartisan delegation of the U.S. Senate. I called on the U.S. to begin training Ukrainian pilots on F-16s as soon as possible. We also discussed paths toward Ukrainian victory this year and the future of Russia.,['U.S.'],['begin training Ukrainian pilots on F-16s as soon as possible'],CTA
1626697098719645704,"Retired Marine General James Mattis is a man of wisdom and experience. We had an in-depth discussion about the war's perspectives and paths to victory for Ukraine this year. To defeat Putin, Ukraine needs more, better, and faster aid, including F-16s and other combat aircraft.",[],"['Ukraine needs more, better, and faster aid, including F-16s and other combat aircraft']",CTA
1626619483082063878,I met Foreign Minister of Pakistan @BBhuttoZardari at #MSC2023 to strengthen our relationship. I invited Pakistan to join us in putting Ukraine's Peace Formula into action. We also discussed cooperation within the UN.,['Pakistan'],"[""join us in putting Ukraine's Peace Formula into action""]",CTA
1606594375282204673,"This is not sensitive content – it's the real life of 🇺🇦. Kherson. On the eve of Christmas, in the central part of the city. It's terror, it's killing for the sake of intimidation and pleasure. The world must see what absolute evil we are fighting against. #russiaisateroriststate",['world'],['see what absolute evil we are fighting against'],CTA
1601529469126447105,"I met @ICRCPresident Mirjana Spoljaric in Kyiv to thank for @ICRC’s aid and stress the need to free our POWs. I called on ICRC to help us stop one of Russia’s most heinous crimes of forceful transfer of Ukrainian children, return them home and prevent their illegal adoption.",['ICRC'],"['free our POWs', 'stop one of Russia’s most heinous crimes of forceful transfer of Ukrainian children', 'return them home', 'prevent their illegal adoption']",CTA
1598386424130437122,At my meeting with @HelgaSchmid_SG I invited @OSCE to make its contribution to implementing @ZelenskyyUa’s Peace formula. Russian aggression has far-reaching and devastating consequences for OSCE’s comprehensive security. We must act together to achieve a just and lasting peace.,['OSCE'],"['make its contribution to implementing @ZelenskyyUa’s Peace formula', 'act together to achieve a just and lasting peace']",CTA
1598239329457143809,"In Łódź, @JosepBorrellF and I agreed: total war against Ukraine means total support for Ukraine. I thanked the EU for its continued defense assistance and stressed that next EU sanctions should include those hitting Russia’s missile production industry: it must be put to a halt.",['EU'],['next EU sanctions should include those hitting Russia’s missile production industry: it must be put to a halt'],CTA
1597647061910159360,"We are on the same page with @JensStoltenberg on all issues. At NATO ministerial in Bucharest I thank allies for their assistance and urge: faster, faster, faster. Faster provision and production of weapons for Ukraine. Faster delivery of assistance to restore our energy system.",[],"['aster provision and production of weapons for Ukraine', 'Faster delivery of assistance to restore our energy system']",CTA
1597579425255940096,"I started my visit to Bucharest with meeting @iaeaorg Secretary General @RafaelMGrossi. We discussed the situation at the Zaporizhzhia NPP, including security of the Ukrainian personnel. I reiterated that Russia must withdraw from ZNPP to restore nuclear safety and security.",['Russia'],['withdraw from ZNPP to restore nuclear safety and security'],CTA
1595422408307089409,The whole world felt the echo of ru-aggression. And we seek to involve new partners to join forces and respond more effectively to common challenges. Discussed it with the first ladies of Caribbean countries at the SCLAN forum – within the commonwealth of 20 region countries 1/2,['new partners'],['join forces and respond more effectively to common challenges'],CTA
1592164176231010304,I addressed EU Foreign Affairs Council outlining steps for Ukraine and the EU to carry on through this war-time winter and thanked partners for their support. Liberation of Kherson proves Ukraine can win. We must stay united and principled to restore peace and security in Europe.,[],['stay united and principled to restore peace and security in Europe'],CTA
1590788361434075136,Thai Foreign Minister Don Pramudwinai and I met in Phnom Penh to discuss Russian aggression against Ukraine. I briefed him in detail on all the suffering that Russia’s war has inflicted upon the Ukrainian people. I urged Thailand to spare no effort in defending the UN Charter.,['Thailand'],['spare no effort in defending the UN Charter'],CTA
1580635582874537984,Principled position of Ukraine at today’s meeting with @ICRC: we can’t sit and wait for a mission to Olenivka where Russia killed Ukrainian POWs. @AndriyYermak was crystal clear: three days for the mission to arrive to Ukraine. Come to the frontline. Press Russia to allow entry.,[],"['Come to the frontline', 'Press Russia to allow entry']",CTA
1580612534008434689,"Met with @RafaelMGrossi in a bomb shelter in Kyiv while Russian terrorists kept firing missiles at Ukraine. I reiterated that Russia must withdraw from the ZNPP to ensure its nuclear safety and security, immediately stop abductions and intimidation of the Ukrainian personnel.",['Russia'],"['withdraw from the ZNPP to ensure its nuclear safety and security', 'immediately stop abductions and intimidation of the Ukrainian personnel']",CTA
1579022511089782786,"Russia continues its missile terror against civilians in Zaporizhzhia. 12 strikes on residential areas overnight, at least 12 killed and many more wounded. We urgently need more modern air and missile defense systems to save innocent lives. I urge partners to speed up deliveries.",['partners'],['speed up deliveries'],CTA
1577950555556773889,"Overnight, seven Russian missiles have hit people sleeping peacefully at their homes in Zaporizhzhia. More have struck during the day. Russians keep deliberately striking civilians to sow fear. Russian terror must be stopped — by force of weapons, sanctions, and full isolation.",[],"[' — by force of weapons, sanctions, and full isolation']",CTA
1577539742383706115,"Our Lyman after the occupier… All basics of life have been destroyed here. They are doing so everywhere in the territories they seize. This can be stopped in 1 way only: liberate Ukraine, life, humanity, law and truth as soon as possible.",[],"['liberate Ukraine, life, humanity, law and truth as soon as possible']",CTA
1574841493805830177,I welcomed @MinColonna in Kyiv to thank France for standing with Ukraine. We both condemn Russian propaganda shows called “referendums” and agree that the world should respond resolutely by significantly increasing support for Ukraine and imposing new tough sanctions on Russia.,[],"['significantly increasing support for Ukraine', 'imposing new tough sanctions on Russia']",CTA
1572588780217044993,"In our meeting, Foreign Minister Nikola Selaković reaffirmed Serbia’s support for Ukraine’s territorial integrity. I called on Belgrade to align its policies regarding Russia’s war on Ukraine with those of the EU. I also thanked Serbia for embracing Ukrainians who fled the war.",['Belgrade'],['align its policies regarding Russia’s war on Ukraine with those of the EU'],CTA
1560004147348480000,Russians have struck a residential area in Kharkiv killing at least 6 and wounding at least 16 people. Russia keeps slaughtering people in the middle of Europe. The only way to stop Putin is to provide Ukraine with maximum military aid and impose much tougher sanctions on Russia.,[],"['provide Ukraine with maximum military aid', 'impose much tougher sanctions on Russia']",CTA
1542892235582328835,"Terrorist state Russia continues its war against civilians with overnight missile strikes on Odesa region killing dozens, including children. I urge partners to provide Ukraine with modern missile defense systems as soon as possible. Help us save lives and put an end to this war.",['partners'],"['provide Ukraine with modern missile defense systems', 'Help us save lives', 'put an end to this war']",CTA
1539122837600014337,"Useful meeting with @CarloBonomi, President of Italy’s main business association @Confindustria_. War is a time of challenges, but also a time of opportunities. We will welcome more Italian businesses and encourage them to explore new opportunities that Ukraine has to offer.",[],['welcome more Italian businesses and encourage them to explore new opportunities that Ukraine has to offer'],CTA
1535243498269552641,Excellent talk with 🇸🇬 FM Vivian Balakrishnan. Thanked him for support and humanitarian aid provided to Ukrainians. Invited H.E. @VivianBala to visit #Ukraine & participate in the Recovery Plan. #StandWithUkraine,['VivianBala'],"['visit #Ukraine', 'participate in the Recovery Plan']",CTA
1529414963713953793,Met Taoiseach @MichealMartinTD to thank Ireland for its consistent support of Ukraine. Proposed the Irish side to take a lead in rebuilding one of Ukraine’s war-torn regions. Grateful to Ireland for supporting our EU candidacy status 🇺🇦🇮🇪🇪🇺,"['Taoiseach @MichealMartinTD', 'Irish side']",['take a lead in rebuilding one of Ukraine’s war-torn regions'],CTA
1525123389047840768,Met with my Italian counterpart and friend @luigidimaio on the margins of the G7 ministerial. Grateful to Italy for stepping up military support for Ukraine to help us defend from Russian aggression. We also count on Italy to back the granting of EU candidate status to Ukraine.,['Italy'],"['stepping up military support for Ukraine', 'back the granting of EU candidate status to Ukraine']",CTA
1524382873029160960,"Met with German Minister for Economic Cooperation and Development @SvenjaSchulze68 in Berlin. Building on President @ZelenskyyUa’s vision for the renovation of Ukraine, I invited Germany to take a lead in rebuilding one of Ukraine’s regions affected by Russian aggression.",['Germany'],['take a lead in rebuilding one of Ukraine’s regions affected by Russian aggression'],CTA
1522128402211352577,"‘Since Feb 24, my two dogs have died, and my grandma Halya, and my beloved Mariupol’, wrote 8yo Yehor in his diary while hiding from Russian bombs. His grandpa died too. He, his sister, and their mother were wounded. Ukraine will never give up or get tired. We have to prevail.",[],['prevail'],CTA
1517151544273096712,"Today in Sofia, I met with Ukrainian women and children who found refuge in Bulgaria. Grateful to the government and people of Bulgaria for their heartfelt hospitality and support. Russia’s unprovoked war must be stopped so that all Ukrainians can return home and live in peace.",[],['Russia’s unprovoked war must be stopped so that all Ukrainians can return home and live in peace'],CTA
1511028778994180096,"In our meeting in Warsaw, @trussliz and I coordinated further sanctions pressure on Russia and arms deliveries to Ukraine. After Bucha massacre, Russia must be stopped now. No more half-measures. G7 and EU sanctions must be devastating. Ukraine must receive all necessary weapons.","['G7', 'EU']","['Russia must be stopped now', 'G7 and EU sanctions must be devastating', 'Ukraine must receive all necessary weapons']",CTA
1504141027879313412,Another horrendous war crime in Mariupol. Massive Russian attack on the Drama Theater where hundreds of innocent civilians were hiding. The building is now fully ruined. Russians could not have not known this was a civilian shelter. Save Mariupol! Stop Russian war criminals!,[],"['Save Mariupol', 'Stop Russian war criminals']",CTA
1503446745258369031,I extend my heartfelt condolences to the family of Brent Renaud who lost his life while documenting the ruthlessness & evil inflicted upon 🇺🇦 people by Russia. May Brent’s life & sacrifice inspire the world to stand up in fight for the forces of light against forces of darkness.,[],['stand up in fight for the forces of light against forces of darkness'],CTA
1502945067287330816,Russian war criminals abduct democratically elected mayors of Ukrainian towns. On March 11 they abducted mayor of Melitopol Ivan Fedorov. Locals hold protests demanding to free him. I call on states & international organizations to stop Russian terror against Ukraine & democracy.,"['states', 'international organizations']",['stop Russian terror against Ukraine & democracy'],CTA
1497982463334928391,"85h of defence.Intimidation of 🇺🇦 is imprudent. Its impossible to break our defenders,moreover its impossible to make the Kyiv lay down arms.The times are difficult,but it will pass.🇺🇦 will win.We’re already winning.Therefore, we advise the occupiers to go home. It's not too late",['occupiers'],['go home'],CTA
1628822952438267913,Tonight our buildings adorn the colours of Ukraine. We honour the bravery of the Ukrainian people. The memory of the fallen. The fortitude of an entire country in resistance. Let this illumination be a reminder that together we can overcome even the darkest of times.,[],[],CTA
1622310864761020417,"Russia’s war against #Ukraine is war against democracy and freedom. Everywhere in Estonia, people are doing all they can to support Ukraine. I visited #Naiskodukaitse who come together on weekends to make trench candles for Ukrainian soldiers. Everyone can help Ukraine win.",[],['help Ukraine win'],CTA
1620173037768425477,🇵🇱 Dep. PR Mateusz Sakowicz took part in a meeting of the GoF of Accountability Following the Aggression Against Ukraine. Thanks to @Denmark_UN for organizing this timely discussion. There can be no justice without holding 🇷🇺 to account for its crimes against 🇺🇦 and its people.,[],[' to account for its crimes against 🇺🇦 and its people'],CTA
1522316835663798273,"The absurd, unprovoked and unjustified war of choice of #Russia against #Ukraine is in its third month. The 🌎continues to witness a never-ending human tragedy. Perpetrators must be held accountable. Creation of artificial entities is unacceptable. 📜",[],['Perpetrators must be held accountable'],CTA
1514344540471189516,Reports from Bucha & other cities in #Ukraine recall the worst atrocities committed by war criminals such as Daesh in #Iraq & #Syria. We do not need more debates or documents to counter sexual violence in conflict. We need accountability. ~Amb @OlofBSkoog,[],['accountability'],CTA
1510559018913259529,"The worst we remember from history of repressions and inhumane crimes was repeated during the russian occupation in #Bucha, #Motyzhyn and other towns and villages near #Kyiv. #Ukraine won’t forget these crimes of occupiers. We won’t calm down until we punish the guilty.",[],['punish the guilty'],CTA
1508896151491252227,Baltic states 🇪🇪🇱🇻🇱🇹 have sent a written statement to the Security Council on the humanitarian situation in #Ukraine 🇺🇦 and a clear united message to #Russia: Stop its unjustified military aggression against #Ukraine. Allow for effective humanitarian aid now. #StandWithUkraine,[],"['Stop its unjustified military aggression against #Ukraine', 'Allow for effective humanitarian aid now']",CTA
1506744422851137540,"BREAKING: Not adopted❗️ Russia's preposterous draft resolution on #Ukraine was rejected by the #SecurityCouncil #Russia is the aggressor. If they actually care about civilians in Ukraine, they should end the war. Now. #NorwayUNSC #StandWithUkraine",[],['end the war'],CTA
1503388492805677060,🇪🇪🇱🇻🇱🇹 support #OSCE Chairmanship’s 🇵🇱@RauZbigniew efforts to stop aggression against Ukraine by Russia and co-aggressor Belarus. Cooperation among the UN and the OSCE is crucial to uphold intl. peace and security. #StandWithUkraine Read the full statement of the Baltic States 👉🏻,['OSCE'],"['@RauZbigniew efforts to stop aggression against Ukraine by Russia and co-aggressor Belarus', 'Cooperation among the UN and the OSCE is crucial to uphold intl. peace and security']",CTA
1501966864469184519,"""This senseless violence must stop. End the bloodshed now."" -- @antonioguterres following Wednesday's horrific attack on a hospital in Mariupol, Ukraine, where maternity patients & children are treated.",[],['End the bloodshed now'],CTA
1500954796412522500,"The lives & future of 7⃣,5⃣ million children in #Ukraine are at stake. Children are seeing the places they live, play and learn being destroyed. They are being separated from their families. This war must stop now. #NorwayUNSC statement➡️ 📸: @UNICEF",[],['war must stop now'],CTA
1499852032118820869,"In light of today's emergency meeting of #UNSC 🇪🇪🇱🇻🇱🇹⬇️ 🔹#Russia's attacks on civil nuclear facilities in #Ukraine➡️gross violation of 🔹Immediate need of safety arrangements around nuclear plants,incl humanitarian corridors from🇷🇺 shelled areas (1/2)",[],"['safety arrangements around nuclear plants,incl humanitarian corridors from🇷🇺']",CTA
1499798971027501071,#AlbaniaUNSC🇦🇱 condemned escalation of Russian aggression on #Ukraine & the deliberate attacks on civilians & civilian infrastructure. Fighting and shelling by 🇷🇺near nuclear plants in🇺🇦 threaten unseen calamity & destruction in Europe & beyond. It must stop! #StandWithUkraine,[],['It must stop'],CTA
1499134648999452676,Amb. @KSzczerski conveyed a joint call by the First Ladies of #Poland🇵🇱 and #Lithuania🇱🇹 for the international community’s #solidarity with the Ukrainian children – the defensless victims of Russia’s aggression. Let us do everything we can to stop this war! #StandWithUkraine️🇺🇦,[],['do everything we can to stop this war'],CTA
1499057508358537218,13 Member States are expressing critical concerns surrounding the Russian Federation’s increased alert status of its nuclear arsenal. 🇮🇪🇦🇹🇨🇱🇨🇴🇨🇷🇪🇨🇬🇹🇭🇳🇱🇮🇲🇹🇲🇽🇳🇿🇺🇾 There is no security in a world with nuclear weapons. The only answer is their complete elimination.,[],['complete elimination'],CTA
1499021822326673414,"#Slovakia🇸🇰, w/over 90 @UN🇺🇳 Member States co-sponsored crucial #UNGA resolution against #Russia🇷🇺's invasion in #Ukraine🇺🇦. ⁦Important 2 show our unity against AGGRESSION & WAR! All states should vote ✔️ TODAY: 4 #Peace, #Freedom, #Future. #StopTheWar☮️ #TodayWeAreAllUkraine🇺🇦",[],"[' TODAY: 4 #Peace, #Freedom, #Future']",CTA
1499019649031229445,"🇬🇹 Guatemala is a co-sponsor of the resolution on Russia's aggression against Ukraine, we call all UN members to vote today YES in favor of the resolution, we have the responsibility to vote for peace, #StandWithUkraine.",['UN members'],['vote today YES in favor of the resolution'],CTA
1498418756871196674,Costa Rica condemns the Russian Federation's decision to put its nuclear forces into combat readiness and its threat to use nuclear weapons. We urgently demand that all nuclear forces be taken off alert and call for restraint amongst all nuclear-armed States.,[],"['all nuclear forces be taken off alert', 'restraint amongst all nuclear-armed States']",CTA
1498406790219902978,"At today's emergency session of the General Assembly, NZ defended #Ukraine & the @UN Charter. Russia's veto in the Security Council was a disgrace & its ongoing aggression reflects the actions of a bully. The #UNGA must act where the #UNSC has failed. 🔗➡️",['UNGA'],['act where the #UNSC has failed'],CTA
1498316888014733313,"Finland 🇫🇮 is ready to #StandWithUkraine 🇺🇦, condemn Russia’s blatant attack against #Ukraine and condemn Russia’s violation of international law. We need to defend the #UNCharter 🇺🇳 Emergency Special Session takes place now at #UNGA. #TodayWeAreAllUkraine #WeStandWithUkraine",[],[' Emergency Special Session takes place now at #UNGA'],CTA
1497341915372695558,"Today's use of a veto at the #UNSC prevents the #SecurityCouncil from fulfilling its role. Together with Ukraine & partners, we will work to put forward a General Assembly resolution to demand immediate withdrawal of Russian forces. #StandWithUkraine",[],['demand immediate withdrawal of Russian forces'],CTA
1497272119427842056,"#Luxembourg has cosponsored draft #UNSC resolution tabled by #Albania & #UnitedStates to #StopRussianAggression against #Ukraine We encourage all @UN Member States to show solidarity with #Ukraine, uphold UN Charter & co-sponsor the resolution We #StandWithUkraine 🇺🇳🇺🇦🇱🇺🇪🇺",['UN Member States'],"['show solidarity with #Ukraine', 'uphold UN Charter', 'co-sponsor the resolution']",CTA
1497242495901704202,"Finland strongly supports the #UNSC draft resolution by 🇦🇱 & 🇺🇸 to stop the Russian attack against #Ukraine, a flagrant violation of international law and the UN charter. We call for all #UN Member States to co-sponsor this resolution 🇺🇦🇫🇮 #StandWithUkraine #WeStandWithUkraine",['UN Member States'],['co-sponsor this resolution'],CTA
1497041118839537665,The 🇷🇺 invasion of 🇺🇦 is an assault on UN Charter & world peace. @AlMissionUN & @USUN have tabled a resolution in #UNSC to mobilize the world against aggression & in support of 🇺🇦 independence. All peace-loving nations must make their voice heard and join the co-sponsors list!,['peace-loving nations'],"['make their voice heard', 'join the co-sponsors list']",CTA
1496868070480039940,What we saw last night was an appalling & unprovoked attack by Russia - @JamesKariuki_UN 🇬🇧 will work with #UNSC to bring a resolution which condemns this action 🇬🇧 will work with our allies to ensure #Ukraine's sovereignty & independence is restored #StopRussianAggression,['UNSC'],"['bring a resolution which condemns this action', ""work with our allies to ensure #Ukraine's sovereignty & independence is restored""]",CTA
1496647097323597825,Important conversation today with Ukraine Foreign Minister @DmytroKuleba during his visit to New York for the @UN General Assembly debate today. This is a crucial moment where the international community must stand up for the UN Charter by standing with Ukraine.,['international community'],['stand up for the UN Charter by standing with Ukraine'],CTA
1522307968578080771,"I was honoured to speak at the Brave Ukraine Fundraiser this evening alongside @ZelenskyyUa. Our support for Ukraine is unwavering, and we must do everything we can to help Ukraine defend itself and ease the burden of suffering on innocent Ukrainians. Slava Ukraini 🇺🇦",[],"['help Ukraine defend itself', 'ease the burden of suffering on innocent Ukrainians']",CTA
1500457187340136452,Putin must fail and must be seen to fail in this act of aggression. We must come together under a six point plan of action to ensure Putin fails in his ambitions. The world is watching. It is not future historians but the people of Ukraine who will be our judge.,[],"['Putin must fail', 'come together under a six point plan of action to ensure Putin fails in his ambitions']",CTA
1500504206951735296,London demands to protect Ukrainian sky! We need #NoFlyZone to prevent our children from being bombarded with Russian missiles.,[],"['protect Ukrainian sky', 'NoFlyZone']",CTA
1496918157474340873,Ukraine requested President of @UN_HRC @FVillegasARG to hold an urgent debate on the Situation of Human Rights in Ukraine Stemming form the Russian Aggression. We must act now to put an end to the gross violations of human rights and international law #StopRussianAgression,"['UN_HRC', 'FVillegasARG']","['hold an urgent debate on the Situation of Human Rights in Ukraine', 'act now to put an end to the gross violations of human rights and international law']",CTA
1619704542957805571,"How I tried to prevent the 2003 US invasion of Iraq, and why I failed No amount of truth can stop the world’s most powerful war machine fueled by the lies of its president – @RealScottRitter Read:",['US'],['war machine fueled by the lies of its president'],DE
1591790191651344384,"America’s Neo-Nazi bedfellows in Ukraine are latest in long line of odious allies Washington has used against Russia From pogrom-mongers to Hitlerites to radical Islamists, the US has collaborated with repugnant partners for more than a century","['America', 'Ukraine']","['Neo-Nazi bedfellows', 'pogrom-mongers to Hitlerites to radical Islamists']",DE
1570615960087584768,"The US propaganda machine is playing dirtier than ever in its information war against Russia From Taliban ‘bounties’ to claims about North Korea, the US media’s ‘anonymous sources’ are weaponizing ‘fake news’ - by Vitaly Sovin Read:","['US propaganda machine', 'US media']","['playing dirtier than ever in its information war against Russia', 'weaponizing ']",DE
1556679130720178176,"Does the 'centrist' Forward party really offer Americans anything new? The Forward Party claims to be America’s new centrist movement, but all it offers are talking points of the left - by Memoree Joelle Read:",['Forward party'],['s to be America'],DE
1556407337468006400,'Biden is fueling the fire in Ukraine for start. That’s a huge crime' - Pink Floyd's Waters Details:,['Biden'],"['fueling the fire in Ukraine', 'huge crime']",DE
1554840875787849730,'Ukraine worst conflict since WW2' narrative allows the West to forget this horrific war which shook Europe AP erased the Yugoslav conflict so it could blame Russia for disrupting Europe’s alleged post-WWII peace — @NebojsaMalic,"['Ukraine', 'the West', 'AP', 'Yugoslav conflict', 'Russia']","['worst conflict since WW2', 'shook Europe', 'blame Russia for disrupting Europe']",DE
1549189777970249729,"Transgender swimmer 'Lia' Thomas has been nominated for the prestigious NCAA ‘Woman of the Year’ award, prompting much ridicule and criticism from the literally dozens of people left in the world who still remember what a woman is.",[' Thomas'],['ridicule and criticism from the literally dozens of people left in the world who still remember what a woman is'],DE
1548683430954680322,"A view from Donbass: Ukraine has treated the people of this region as sub-humans, this made peace impossible How Kiev's politics led to dehumanization of Donetsk Russians — first in Ukraine, then everywhere — Vladislav Ugolny","['Ukraine', 'Kiev']","['treated the people of this region as sub-humans', 'dehumanization of Donetsk Russians']",DE
